image_id,identity,path,bbox,date,orientation,segmentation,species,split,client
847,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000000838.jpg,"[810, 606, 732, 519]",,left,,hyena,train,1
865,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000000856.jpg,"[724, 621, 844, 608]",,right,,hyena,train,1
884,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000000875.jpg,"[148, 411, 2096, 1309]",,left,,hyena,train,1
1228,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000001214.jpg,"[782, 691, 854, 445]",,right,,hyena,train,1
1310,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000001296.jpg,"[1138, 562, 557, 593]",,frontleft,,hyena,train,1
1566,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000001546.jpg,"[756, 432, 920, 770]",,right,,hyena,train,1
1636,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000001616.jpg,"[887, 672, 542, 542]",,left,,hyena,train,1
1676,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000001656.jpg,"[706, 718, 981, 542]",,right,,hyena,train,1
1811,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000001789.jpg,"[747, 530, 861, 742]",,left,,hyena,train,1
1850,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000001828.jpg,"[889, 559, 749, 544]",,right,,hyena,train,1
2110,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000002086.jpg,"[801, 608, 651, 606]",,left,,hyena,train,1
2690,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000002666.jpg,"[687, 553, 790, 587]",,left,,hyena,train,1
2859,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000002835.jpg,"[596, 698, 605, 526]",,left,,hyena,train,1
2868,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000002844.jpg,"[682, 635, 797, 493]",,left,,hyena,train,1
3060,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000003036.jpg,"[319, 311, 1673, 1587]",,left,,hyena,train,1
3083,e0233424-00dc-4c88-9e76-5741a76d5781,hyena.coco/images/train2022/000000003059.jpg,"[934, 594, 576, 514]",,right,,hyena,train,1
287,d9ca2395-17db-4aa9-8749-51a78eba5feb,hyena.coco/images/train2022/000000000285.jpg,"[111, 40, 2113, 1595]",,left,,hyena,train,1
531,d9ca2395-17db-4aa9-8749-51a78eba5feb,hyena.coco/images/train2022/000000000524.jpg,"[296, 306, 1727, 1141]",,right,,hyena,train,1
1824,d9ca2395-17db-4aa9-8749-51a78eba5feb,hyena.coco/images/train2022/000000001802.jpg,"[152, 212, 2058, 1397]",,left,,hyena,train,1
2705,d9ca2395-17db-4aa9-8749-51a78eba5feb,hyena.coco/images/train2022/000000002681.jpg,"[241, 661, 1998, 783]",,left,,hyena,train,1
2901,d9ca2395-17db-4aa9-8749-51a78eba5feb,hyena.coco/images/train2022/000000002877.jpg,"[19, 35, 2333, 1628]",,right,,hyena,train,1
367,60b9e2bb-87ef-4b1d-923c-f0585a74d0b7,hyena.coco/images/train2022/000000000365.jpg,"[160, 194, 2103, 1600]",,left,,hyena,train,1
411,60b9e2bb-87ef-4b1d-923c-f0585a74d0b7,hyena.coco/images/train2022/000000000407.jpg,"[297, 330, 1913, 1501]",,right,,hyena,train,1
483,60b9e2bb-87ef-4b1d-923c-f0585a74d0b7,hyena.coco/images/train2022/000000000476.jpg,"[200, 0, 1974, 1913]",,backleft,,hyena,train,1
762,60b9e2bb-87ef-4b1d-923c-f0585a74d0b7,hyena.coco/images/train2022/000000000753.jpg,"[252, 348, 1848, 1344]",,left,,hyena,train,1
1036,60b9e2bb-87ef-4b1d-923c-f0585a74d0b7,hyena.coco/images/train2022/000000001022.jpg,"[221, 221, 2068, 1582]",,right,,hyena,train,1
1213,60b9e2bb-87ef-4b1d-923c-f0585a74d0b7,hyena.coco/images/train2022/000000001199.jpg,"[298, 136, 1906, 1719]",,right,,hyena,train,1
2065,60b9e2bb-87ef-4b1d-923c-f0585a74d0b7,hyena.coco/images/train2022/000000002042.jpg,"[228, 166, 1934, 1520]",,left,,hyena,train,1
203,7a0e8d37-e27f-4378-bab8-7cc37821cd8e,hyena.coco/images/train2022/000000000202.jpg,"[812, 471, 1186, 762]",,right,,hyena,train,1
1864,7a0e8d37-e27f-4378-bab8-7cc37821cd8e,hyena.coco/images/train2022/000000001842.jpg,"[438, 492, 1474, 1047]",,left,,hyena,train,1
1888,7a0e8d37-e27f-4378-bab8-7cc37821cd8e,hyena.coco/images/train2022/000000001866.jpg,"[324, 209, 2076, 1533]",,right,,hyena,train,1
2019,7a0e8d37-e27f-4378-bab8-7cc37821cd8e,hyena.coco/images/train2022/000000001996.jpg,"[415, 618, 1096, 616]",,left,,hyena,train,1
2940,7a0e8d37-e27f-4378-bab8-7cc37821cd8e,hyena.coco/images/train2022/000000002916.jpg,"[15, 512, 1696, 1229]",,right,,hyena,train,1
3054,7a0e8d37-e27f-4378-bab8-7cc37821cd8e,hyena.coco/images/train2022/000000003030.jpg,"[65, 699, 554, 217]",,right,,hyena,train,1
104,b5c37454-cf12-49c5-96c0-aff806c293c2,hyena.coco/images/train2022/000000000103.jpg,"[1011, 548, 1389, 980]",,right,,hyena,train,1
1286,b5c37454-cf12-49c5-96c0-aff806c293c2,hyena.coco/images/train2022/000000001272.jpg,"[881, 773, 798, 506]",,left,,hyena,train,1
1473,b5c37454-cf12-49c5-96c0-aff806c293c2,hyena.coco/images/train2022/000000001453.jpg,"[43, 472, 1086, 980]",,backleft,,hyena,train,1
2056,b5c37454-cf12-49c5-96c0-aff806c293c2,hyena.coco/images/train2022/000000002033.jpg,"[555, 779, 797, 471]",,left,,hyena,train,1
2648,b5c37454-cf12-49c5-96c0-aff806c293c2,hyena.coco/images/train2022/000000002624.jpg,"[1119, 564, 1281, 958]",,right,,hyena,train,1
2792,b5c37454-cf12-49c5-96c0-aff806c293c2,hyena.coco/images/train2022/000000002768.jpg,"[539, 770, 827, 490]",,left,,hyena,train,1
824,2c44f7c6-44e5-4d34-9304-7807962aa038,hyena.coco/images/train2022/000000000815.jpg,"[595, 285, 1102, 1279]",,right,,hyena,train,1
1865,2c44f7c6-44e5-4d34-9304-7807962aa038,hyena.coco/images/train2022/000000001843.jpg,"[290, 227, 1885, 1373]",,left,,hyena,train,1
2103,2c44f7c6-44e5-4d34-9304-7807962aa038,hyena.coco/images/train2022/000000002079.jpg,"[127, 277, 2041, 1270]",,backleft,,hyena,train,1
2280,2c44f7c6-44e5-4d34-9304-7807962aa038,hyena.coco/images/train2022/000000002256.jpg,"[323, 131, 1820, 1444]",,right,,hyena,train,1
2957,2c44f7c6-44e5-4d34-9304-7807962aa038,hyena.coco/images/train2022/000000002933.jpg,"[391, 330, 1381, 1060]",,right,,hyena,train,1
2737,23950465-b1cb-4e7e-a861-b18ce82aac55,hyena.coco/images/train2022/000000002713.jpg,"[564, 336, 1043, 885]",,right,,hyena,train,1
2783,23950465-b1cb-4e7e-a861-b18ce82aac55,hyena.coco/images/train2022/000000002759.jpg,"[578, 532, 1008, 767]",,backleft,,hyena,train,1
2822,23950465-b1cb-4e7e-a861-b18ce82aac55,hyena.coco/images/train2022/000000002798.jpg,"[647, 539, 1002, 782]",,left,,hyena,train,1
1501,c3835fcb-41e1-4d3a-877c-ca359a7c4e74,hyena.coco/images/train2022/000000001481.jpg,"[872, 479, 790, 792]",,right,,hyena,train,1
1547,c3835fcb-41e1-4d3a-877c-ca359a7c4e74,hyena.coco/images/train2022/000000001527.jpg,"[756, 431, 1171, 877]",,right,,hyena,train,1
2131,c3835fcb-41e1-4d3a-877c-ca359a7c4e74,hyena.coco/images/train2022/000000002107.jpg,"[759, 424, 935, 723]",,left,,hyena,train,1
2207,c3835fcb-41e1-4d3a-877c-ca359a7c4e74,hyena.coco/images/train2022/000000002183.jpg,"[1774, 497, 611, 894]",,left,,hyena,train,1
2295,c3835fcb-41e1-4d3a-877c-ca359a7c4e74,hyena.coco/images/train2022/000000002271.jpg,"[295, 486, 1511, 906]",,left,,hyena,train,1
2321,c3835fcb-41e1-4d3a-877c-ca359a7c4e74,hyena.coco/images/train2022/000000002297.jpg,"[1495, 524, 900, 789]",,right,,hyena,train,1
2599,c3835fcb-41e1-4d3a-877c-ca359a7c4e74,hyena.coco/images/train2022/000000002575.jpg,"[630, 705, 638, 895]",,frontright,,hyena,train,1
2611,c3835fcb-41e1-4d3a-877c-ca359a7c4e74,hyena.coco/images/train2022/000000002587.jpg,"[412, 410, 1342, 938]",,left,,hyena,train,1
2897,c3835fcb-41e1-4d3a-877c-ca359a7c4e74,hyena.coco/images/train2022/000000002873.jpg,"[542, 239, 1313, 811]",,right,,hyena,train,1
46,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000047.jpg,"[700, 542, 750, 634]",,left,,hyena,train,1
64,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000065.jpg,"[1498, 787, 533, 534]",,backleft,,hyena,train,1
98,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000097.jpg,"[458, 236, 1346, 1213]",,left,,hyena,train,1
167,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000166.jpg,"[816, 646, 561, 566]",,backright,,hyena,train,1
208,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000207.jpg,"[775, 888, 546, 471]",,left,,hyena,train,1
209,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000207.jpg,"[946, 652, 891, 652]",,left,,hyena,train,1
395,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000393.jpg,"[562, 188, 873, 522]",,left,,hyena,train,1
429,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000423.jpg,"[1692, 751, 708, 609]",,left,,hyena,train,1
643,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000634.jpg,"[581, 624, 1167, 842]",,right,,hyena,train,1
709,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000700.jpg,"[151, 18, 1836, 1487]",,left,,hyena,train,1
821,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000812.jpg,"[673, 626, 959, 759]",,left,,hyena,train,1
831,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000822.jpg,"[814, 392, 820, 550]",,left,,hyena,train,1
961,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000951.jpg,"[1351, 781, 381, 463]",,up,,hyena,train,1
964,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000000953.jpg,"[1357, 821, 342, 474]",,up,,hyena,train,1
1025,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001011.jpg,"[18, 382, 852, 701]",,right,,hyena,train,1
1063,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001049.jpg,"[697, 335, 767, 703]",,left,,hyena,train,1
1208,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001194.jpg,"[575, 484, 929, 1116]",,backleft,,hyena,train,1
1243,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001229.jpg,"[551, 531, 837, 645]",,left,,hyena,train,1
1304,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001290.jpg,"[237, 253, 2051, 1437]",,left,,hyena,train,1
1314,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001300.jpg,"[16, 475, 1671, 1021]",,left,,hyena,train,1
1330,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001315.jpg,"[293, 325, 1823, 1283]",,right,,hyena,train,1
1386,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001370.jpg,"[367, 449, 932, 737]",,right,,hyena,train,1
1435,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001417.jpg,"[932, 0, 443, 505]",,up,,hyena,train,1
1468,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001448.jpg,"[532, 561, 1190, 784]",,right,,hyena,train,1
1602,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001582.jpg,"[957, 265, 835, 608]",,left,,hyena,train,1
1732,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001712.jpg,"[510, 437, 1143, 860]",,right,,hyena,train,1
1776,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001754.jpg,"[776, 648, 1089, 810]",,right,,hyena,train,1
1928,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001906.jpg,"[400, 328, 1916, 1386]",,left,,hyena,train,1
1979,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000001956.jpg,"[455, 441, 1555, 1290]",,left,,hyena,train,1
2036,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002013.jpg,"[202, 316, 1880, 1286]",,left,,hyena,train,1
2079,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002055.jpg,"[99, 715, 1037, 674]",,right,,hyena,train,1
2122,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002098.jpg,"[625, 623, 917, 622]",,left,,hyena,train,1
2165,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002141.jpg,"[227, 202, 2050, 1421]",,right,,hyena,train,1
2576,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002552.jpg,"[751, 635, 866, 607]",,left,,hyena,train,1
2615,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002591.jpg,"[1274, 791, 481, 473]",,up,,hyena,train,1
2670,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002646.jpg,"[163, 91, 2166, 1530]",,left,,hyena,train,1
2678,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002654.jpg,"[711, 135, 1327, 1395]",,backleft,,hyena,train,1
2763,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002739.jpg,"[589, 492, 1216, 922]",,right,,hyena,train,1
2764,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002740.jpg,"[990, 283, 824, 532]",,left,,hyena,train,1
2775,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002751.jpg,"[593, 647, 1133, 814]",,right,,hyena,train,1
2840,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002816.jpg,"[1148, 648, 727, 693]",,left,,hyena,train,1
2843,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002819.jpg,"[299, 440, 1043, 668]",,right,,hyena,train,1
2895,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002871.jpg,"[603, 564, 1146, 744]",,right,,hyena,train,1
2961,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002937.jpg,"[667, 715, 686, 469]",,backright,,hyena,train,1
3008,74d538f0-cb3e-4982-9584-7e0f886b8397,hyena.coco/images/train2022/000000002984.jpg,"[1064, 347, 799, 558]",,left,,hyena,train,1
253,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000000251.jpg,"[5, 511, 1032, 617]",,right,,hyena,train,1
931,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000000922.jpg,"[1471, 517, 804, 531]",,left,,hyena,train,1
942,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000000933.jpg,"[737, 625, 823, 474]",,right,,hyena,train,1
1100,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000001086.jpg,"[592, 402, 547, 480]",,left,,hyena,train,1
1514,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000001494.jpg,"[1659, 618, 690, 448]",,left,,hyena,train,1
2009,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000001986.jpg,"[113, 654, 551, 404]",,right,,hyena,train,1
2017,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000001994.jpg,"[1731, 659, 669, 517]",,left,,hyena,train,1
2154,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000002130.jpg,"[0, 680, 1180, 745]",,right,,hyena,train,1
2423,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000002399.jpg,"[0, 540, 1035, 694]",,right,,hyena,train,1
2592,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000002568.jpg,"[219, 574, 459, 318]",,backright,,hyena,train,1
2964,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000002940.jpg,"[0, 591, 880, 711]",,left,,hyena,train,1
3103,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000003079.jpg,"[1227, 649, 839, 555]",,left,,hyena,train,1
3113,18d82d10-7fdf-4306-9fe7-73a7f6152e53,hyena.coco/images/train2022/000000003089.jpg,"[471, 475, 609, 474]",,left,,hyena,train,1
111,71d1140b-f983-4554-8283-d1c162cebc94,hyena.coco/images/train2022/000000000110.jpg,"[1150, 671, 418, 371]",,right,,hyena,train,1
1419,71d1140b-f983-4554-8283-d1c162cebc94,hyena.coco/images/train2022/000000001402.jpg,"[817, 858, 549, 472]",,left,,hyena,train,1
2688,71d1140b-f983-4554-8283-d1c162cebc94,hyena.coco/images/train2022/000000002664.jpg,"[973, 825, 619, 591]",,right,,hyena,train,1
89,c7fc642b-3a46-4bda-ac76-abcbffdf2260,hyena.coco/images/train2022/000000000088.jpg,"[104, 329, 2127, 1493]",,left,,hyena,train,1
1382,c7fc642b-3a46-4bda-ac76-abcbffdf2260,hyena.coco/images/train2022/000000001366.jpg,"[24, 270, 2376, 1650]",,right,,hyena,train,1
1536,c7fc642b-3a46-4bda-ac76-abcbffdf2260,hyena.coco/images/train2022/000000001516.jpg,"[137, 159, 1692, 1670]",,frontleft,,hyena,train,1
1813,c7fc642b-3a46-4bda-ac76-abcbffdf2260,hyena.coco/images/train2022/000000001791.jpg,"[294, 123, 1884, 1651]",,right,,hyena,train,1
2176,c7fc642b-3a46-4bda-ac76-abcbffdf2260,hyena.coco/images/train2022/000000002152.jpg,"[92, 64, 2235, 1507]",,left,,hyena,train,1
2269,c7fc642b-3a46-4bda-ac76-abcbffdf2260,hyena.coco/images/train2022/000000002245.jpg,"[58, 221, 2248, 1072]",,left,,hyena,train,1
2275,c7fc642b-3a46-4bda-ac76-abcbffdf2260,hyena.coco/images/train2022/000000002251.jpg,"[79, 378, 2117, 1542]",,left,,hyena,train,1
2620,c7fc642b-3a46-4bda-ac76-abcbffdf2260,hyena.coco/images/train2022/000000002596.jpg,"[0, 322, 2209, 1720]",,left,,hyena,train,1
2826,c7fc642b-3a46-4bda-ac76-abcbffdf2260,hyena.coco/images/train2022/000000002802.jpg,"[215, 421, 1970, 1333]",,left,,hyena,train,1
2891,c7fc642b-3a46-4bda-ac76-abcbffdf2260,hyena.coco/images/train2022/000000002867.jpg,"[79, 52, 2270, 1853]",,right,,hyena,train,1
3072,c7fc642b-3a46-4bda-ac76-abcbffdf2260,hyena.coco/images/train2022/000000003048.jpg,"[0, 129, 2400, 1702]",,left,,hyena,train,1
245,d7cd8e39-12e4-40a8-b2f7-7c24f291d2aa,hyena.coco/images/train2022/000000000243.jpg,"[0, 444, 911, 954]",,right,,hyena,train,1
303,d7cd8e39-12e4-40a8-b2f7-7c24f291d2aa,hyena.coco/images/train2022/000000000301.jpg,"[0, 562, 727, 625]",,right,,hyena,train,1
402,d7cd8e39-12e4-40a8-b2f7-7c24f291d2aa,hyena.coco/images/train2022/000000000398.jpg,"[402, 301, 1162, 853]",,right,,hyena,train,1
432,d7cd8e39-12e4-40a8-b2f7-7c24f291d2aa,hyena.coco/images/train2022/000000000425.jpg,"[0, 223, 1797, 1543]",,left,,hyena,train,1
523,d7cd8e39-12e4-40a8-b2f7-7c24f291d2aa,hyena.coco/images/train2022/000000000516.jpg,"[0, 592, 568, 703]",,right,,hyena,train,1
898,d7cd8e39-12e4-40a8-b2f7-7c24f291d2aa,hyena.coco/images/train2022/000000000889.jpg,"[1337, 557, 1049, 785]",,right,,hyena,train,1
989,d7cd8e39-12e4-40a8-b2f7-7c24f291d2aa,hyena.coco/images/train2022/000000000976.jpg,"[1326, 383, 1074, 968]",,left,,hyena,train,1
1627,d7cd8e39-12e4-40a8-b2f7-7c24f291d2aa,hyena.coco/images/train2022/000000001607.jpg,"[1483, 473, 917, 779]",,left,,hyena,train,1
2248,d7cd8e39-12e4-40a8-b2f7-7c24f291d2aa,hyena.coco/images/train2022/000000002224.jpg,"[0, 501, 581, 852]",,backleft,,hyena,train,1
2432,d7cd8e39-12e4-40a8-b2f7-7c24f291d2aa,hyena.coco/images/train2022/000000002408.jpg,"[1979, 586, 414, 524]",,left,,hyena,train,1
2538,d7cd8e39-12e4-40a8-b2f7-7c24f291d2aa,hyena.coco/images/train2022/000000002514.jpg,"[1797, 614, 603, 685]",,left,,hyena,train,1
545,7f9b060d-6457-4c82-bd00-37dfaec1d1d0,hyena.coco/images/train2022/000000000537.jpg,"[465, 466, 1487, 922]",,left,,hyena,train,1
559,7f9b060d-6457-4c82-bd00-37dfaec1d1d0,hyena.coco/images/train2022/000000000551.jpg,"[290, 196, 1800, 1349]",,left,,hyena,train,1
597,7f9b060d-6457-4c82-bd00-37dfaec1d1d0,hyena.coco/images/train2022/000000000589.jpg,"[404, 133, 1643, 1430]",,right,,hyena,train,1
656,7f9b060d-6457-4c82-bd00-37dfaec1d1d0,hyena.coco/images/train2022/000000000647.jpg,"[125, 120, 2275, 1476]",,left,,hyena,train,1
718,7f9b060d-6457-4c82-bd00-37dfaec1d1d0,hyena.coco/images/train2022/000000000709.jpg,"[169, 104, 2062, 1768]",,left,,hyena,train,1
1487,7f9b060d-6457-4c82-bd00-37dfaec1d1d0,hyena.coco/images/train2022/000000001467.jpg,"[914, 526, 924, 807]",,left,,hyena,train,1
2250,7f9b060d-6457-4c82-bd00-37dfaec1d1d0,hyena.coco/images/train2022/000000002226.jpg,"[582, 345, 1485, 1140]",,right,,hyena,train,1
2377,7f9b060d-6457-4c82-bd00-37dfaec1d1d0,hyena.coco/images/train2022/000000002353.jpg,"[377, 181, 1586, 1203]",,left,,hyena,train,1
2805,7f9b060d-6457-4c82-bd00-37dfaec1d1d0,hyena.coco/images/train2022/000000002781.jpg,"[160, 294, 1967, 1159]",,right,,hyena,train,1
596,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000000588.jpg,"[61, 130, 2282, 1517]",,left,,hyena,train,1
641,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000000633.jpg,"[124, 315, 2237, 1528]",,right,,hyena,train,1
745,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000000736.jpg,"[192, 370, 1871, 1108]",,right,,hyena,train,1
853,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000000844.jpg,"[329, 299, 1734, 1402]",,left,,hyena,train,1
892,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000000883.jpg,"[3, 28, 2344, 1609]",,left,,hyena,train,1
1129,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000001115.jpg,"[6, 0, 2394, 1410]",,left,,hyena,train,1
1579,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000001559.jpg,"[60, 50, 2310, 1806]",,right,,hyena,train,1
1621,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000001601.jpg,"[54, 83, 2269, 1226]",,right,,hyena,train,1
1686,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000001666.jpg,"[25, 49, 2375, 1445]",,left,,hyena,train,1
1892,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000001870.jpg,"[155, 130, 2245, 1524]",,right,,hyena,train,1
2173,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000002149.jpg,"[242, 119, 2154, 1523]",,left,,hyena,train,1
2293,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000002269.jpg,"[79, 103, 2303, 1736]",,left,,hyena,train,1
2510,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000002486.jpg,"[68, 52, 2171, 1905]",,left,,hyena,train,1
2617,56d1a077-635d-4401-a74b-ce92bad46e70,hyena.coco/images/train2022/000000002593.jpg,"[0, 56, 2400, 1372]",,right,,hyena,train,1
692,66a99503-a6e9-47cd-b28a-ac543d20f110,hyena.coco/images/train2022/000000000683.jpg,"[0, 77, 2400, 1546]",,right,,hyena,train,1
1116,66a99503-a6e9-47cd-b28a-ac543d20f110,hyena.coco/images/train2022/000000001102.jpg,"[0, 67, 2400, 1304]",,left,,hyena,train,1
1377,66a99503-a6e9-47cd-b28a-ac543d20f110,hyena.coco/images/train2022/000000001361.jpg,"[16, 4, 2368, 1245]",,right,,hyena,train,1
1653,66a99503-a6e9-47cd-b28a-ac543d20f110,hyena.coco/images/train2022/000000001633.jpg,"[45, 134, 2355, 1414]",,right,,hyena,train,1
1724,66a99503-a6e9-47cd-b28a-ac543d20f110,hyena.coco/images/train2022/000000001704.jpg,"[43, 119, 2193, 1446]",,left,,hyena,train,1
1816,66a99503-a6e9-47cd-b28a-ac543d20f110,hyena.coco/images/train2022/000000001794.jpg,"[74, 108, 2266, 1715]",,right,,hyena,train,1
2033,66a99503-a6e9-47cd-b28a-ac543d20f110,hyena.coco/images/train2022/000000002010.jpg,"[138, 126, 2195, 1512]",,left,,hyena,train,1
2753,66a99503-a6e9-47cd-b28a-ac543d20f110,hyena.coco/images/train2022/000000002729.jpg,"[0, 133, 2339, 1515]",,right,,hyena,train,1
3090,66a99503-a6e9-47cd-b28a-ac543d20f110,hyena.coco/images/train2022/000000003066.jpg,"[67, 0, 2320, 1501]",,left,,hyena,train,1
294,844640ea-498e-4d2e-a578-3783c217fb3c,hyena.coco/images/train2022/000000000292.jpg,"[398, 435, 559, 581]",,backright,,hyena,train,1
313,844640ea-498e-4d2e-a578-3783c217fb3c,hyena.coco/images/train2022/000000000311.jpg,"[1325, 508, 1075, 766]",,left,,hyena,train,1
731,844640ea-498e-4d2e-a578-3783c217fb3c,hyena.coco/images/train2022/000000000722.jpg,"[492, 372, 1387, 978]",,right,,hyena,train,1
967,844640ea-498e-4d2e-a578-3783c217fb3c,hyena.coco/images/train2022/000000000955.jpg,"[272, 408, 682, 637]",,right,,hyena,train,1
