image_id,source,identity,image_path,date,relative_age,encounter,coat_pattern,location,cell_code,latitude,longitude,trap_id,split-geo_aware,split-time_open,split-time_closed,split,client
9347,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09347_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9437,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09437_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9302,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09302_lynx_158.png,2019-03-14,1.0,1073,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9292,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09292_lynx_158.png,2019-03-14,1.0,1073,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9144,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09144_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9135,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09135_lynx_158.png,2019-03-13,1.0,1068,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
10420,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10420_lynx_158.png,2020-02-10,2.0,5222,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
9382,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09382_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9236,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09236_lynx_158.png,2019-03-14,1.0,1071,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9190,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09190_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
10447,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10447_lynx_158.png,2020-02-20,2.0,5223,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
9443,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09443_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9417,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09417_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
10827,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10827_lynx_158.png,2020-03-14,2.0,890,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-314,test,train,train,train,beskydy
9834,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09834_lynx_158.png,2019-07-27,1.0,1051,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-298,test,train,train,train,beskydy
9339,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09339_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
10960,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10960_lynx_158.png,2020-06-05,2.0,3240,,moravka-1,10kmE493N297,49.56739,18.50838,beskydy-92,test,train,test,train,beskydy
9784,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09784_lynx_158.png,2019-07-15,1.0,1049,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-298,test,train,train,train,beskydy
9157,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09157_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9766,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09766_lynx_158.png,2019-05-17,1.0,1219,,milikov-1,10kmE494N297,49.55691,18.64581,beskydy-269,test,train,train,train,beskydy
10422,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10422_lynx_158.png,2020-02-10,2.0,5222,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
10834,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10834_lynx_158.png,2020-03-10,2.0,5225,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
9216,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09216_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9217,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09217_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9182,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09182_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9153,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09153_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9372,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09372_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
8701,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/08701_lynx_158.png,2018-09-09,0.0,1256,,nydek-1,10kmE495N298,49.63545,18.79945,beskydy-262,test,train,train,train,beskydy
10967,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10967_lynx_158.png,2020-05-18,2.0,5227,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
10260,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10260_lynx_158.png,2020-02-01,2.0,5220,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
9402,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09402_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9088,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09088_lynx_158.png,2019-02-07,1.0,5204,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
9533,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09533_lynx_158.png,2019-04-17,1.0,1045,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-298,test,train,train,train,beskydy
10082,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10082_lynx_158.png,2019-12-26,1.0,2886,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-132,test,train,train,train,beskydy
9822,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09822_lynx_158.png,2019-08-08,1.0,1052,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-298,test,train,train,train,beskydy
10818,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10818_lynx_158.png,2020-03-26,2.0,967,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-304,test,train,test,train,beskydy
9199,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09199_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9136,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09136_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9340,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09340_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
10398,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10398_lynx_158.png,2020-02-11,2.0,962,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-304,test,train,test,train,beskydy
9429,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09429_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9158,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09158_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
10223,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10223_lynx_158.png,2019-12-04,1.0,5218,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
9159,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09159_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
10833,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10833_lynx_158.png,2020-03-10,2.0,5225,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
10070,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10070_lynx_158.png,2020-01-02,2.0,956,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-304,test,train,train,train,beskydy
9419,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09419_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9435,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09435_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9262,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09262_lynx_158.png,2019-03-14,1.0,1071,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9245,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09245_lynx_158.png,2019-03-14,1.0,1071,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9201,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09201_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
8651,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/08651_lynx_158.png,2018-09-03,0.0,1255,,nydek-1,10kmE495N298,49.63545,18.79945,beskydy-262,test,train,train,train,beskydy
9246,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09246_lynx_158.png,2019-03-14,1.0,1071,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9837,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09837_lynx_158.png,2019-08-08,1.0,1052,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-298,test,train,train,train,beskydy
11536,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/11536_lynx_158.png,2020-09-05,2.0,2891,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-132,test,train,test,train,beskydy
10821,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10821_lynx_158.png,2020-03-14,2.0,890,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-314,test,train,train,train,beskydy
9383,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09383_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9141,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09141_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9214,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09214_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9001,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09001_lynx_158.png,2019-02-07,1.0,1080,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-293,test,train,train,train,beskydy
9150,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09150_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9375,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09375_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9535,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09535_lynx_158.png,2019-03-16,1.0,5207,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
9101,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09101_lynx_158.png,2019-02-21,1.0,5206,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
9151,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09151_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9421,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09421_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9263,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09263_lynx_158.png,2019-03-14,1.0,1071,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9960,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09960_lynx_158.png,2019-09-06,1.0,1054,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-298,test,train,train,train,beskydy
10966,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10966_lynx_158.png,2020-05-18,2.0,5227,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
9807,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09807_lynx_158.png,2019-07-27,1.0,942,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-304,test,train,train,train,beskydy
9257,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09257_lynx_158.png,2019-03-14,1.0,1071,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
10038,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10038_lynx_158.png,2019-10-29,1.0,3166,,milikov-1,10kmE494N297,49.55691,18.64581,beskydy-95,test,train,test,train,beskydy
9146,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09146_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
10464,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10464_lynx_158.png,2020-02-21,2.0,889,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-314,test,train,train,train,beskydy
9130,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09130_lynx_158.png,2019-03-13,1.0,1068,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9229,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09229_lynx_158.png,2019-03-14,1.0,1070,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9450,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09450_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9096,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09096_lynx_158.png,2019-02-17,1.0,5205,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-0,test,train,train,train,beskydy
9981,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09981_lynx_158.png,2019-10-21,1.0,1058,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-298,test,train,test,train,beskydy
9389,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09389_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
8697,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/08697_lynx_158.png,2018-09-09,0.0,1256,,nydek-1,10kmE495N298,49.63545,18.79945,beskydy-262,test,train,train,train,beskydy
10811,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10811_lynx_158.png,2020-03-13,2.0,2137,,turzovka-3,10kmE494N296,49.4677,18.62986,beskydy-182,test,train,test,train,beskydy
11577,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/11577_lynx_158.png,2020-09-22,2.0,3241,,moravka-1,10kmE493N297,49.56739,18.50838,beskydy-92,test,train,train,train,beskydy
9291,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09291_lynx_158.png,2019-03-14,1.0,1073,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9778,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09778_lynx_158.png,2019-06-23,1.0,1048,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-298,test,train,train,train,beskydy
9212,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09212_lynx_158.png,2019-03-14,1.0,1069,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9414,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09414_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
9401,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/09401_lynx_158.png,2019-03-22,1.0,1074,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-295,test,train,train,train,beskydy
10822,beskydy,lynx_158,CzechLynx/beskydy/lynx_158/10822_lynx_158.png,2020-03-14,2.0,890,,ostravice-2,10kmE493N296,49.47815,18.49268,beskydy-314,test,train,train,train,beskydy
5039,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/05039_lynx_159.png,2016-02-24,4.0,2666,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-144,test,train,test,train,beskydy
7452,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/07452_lynx_159.png,2018-01-14,6.0,2026,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-189,test,train,test,train,beskydy
4253,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/04253_lynx_159.png,2016-01-04,4.0,2096,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-184,test,train,train,train,beskydy
3933,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03933_lynx_159.png,2015-08-26,3.0,3442,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-85,test,train,train,train,beskydy
4653,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/04653_lynx_159.png,2016-02-22,4.0,2665,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-144,test,train,train,train,beskydy
3359,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03359_lynx_159.png,2015-05-05,3.0,2792,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-139,test,train,test,train,beskydy
5046,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/05046_lynx_159.png,2015-10-25,3.0,1878,,dolny_kubin-3,10kmE499N295,49.32382,19.29785,beskydy-199,test,train,train,train,beskydy
4257,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/04257_lynx_159.png,2016-02-19,4.0,2985,,dolny_kubin-3,10kmE499N295,49.32382,19.29785,beskydy-120,test,train,train,train,beskydy
10019,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/10019_lynx_159.png,2018-01-08,6.0,1884,,dolny_kubin-3,10kmE499N295,49.32382,19.29785,beskydy-198,test,train,train,train,beskydy
5050,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/05050_lynx_159.png,2016-04-11,4.0,2097,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-184,test,train,train,train,beskydy
1864,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/01864_lynx_159.png,2014-08-12,2.0,2976,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-121,test,train,train,train,beskydy
3372,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03372_lynx_159.png,2015-04-20,3.0,4678,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-28,test,train,test,train,beskydy
1818,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/01818_lynx_159.png,2014-04-13,2.0,4676,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-28,test,train,train,train,beskydy
3944,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03944_lynx_159.png,2015-09-29,3.0,3443,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-85,test,train,train,train,beskydy
2903,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/02903_lynx_159.png,2015-02-26,3.0,3159,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-96,test,train,train,train,beskydy
3361,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03361_lynx_159.png,2015-03-23,3.0,2654,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-144,test,train,test,train,beskydy
6652,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/06652_lynx_159.png,2017-05-05,5.0,3006,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-118,test,train,train,train,beskydy
3927,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03927_lynx_159.png,2015-10-25,3.0,2793,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-139,test,train,train,train,beskydy
5040,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/05040_lynx_159.png,2016-02-24,4.0,2666,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-144,test,train,test,train,beskydy
1819,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/01819_lynx_159.png,2014-04-13,2.0,4676,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-28,test,train,train,train,beskydy
4251,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/04251_lynx_159.png,2015-10-22,3.0,2980,,dolny_kubin-3,10kmE499N295,49.32382,19.29785,beskydy-120,test,train,train,train,beskydy
1863,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/01863_lynx_159.png,2014-08-12,2.0,2976,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-121,test,train,train,train,beskydy
1815,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/01815_lynx_159.png,2014-04-13,2.0,4676,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-28,test,train,train,train,beskydy
1457,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/01457_lynx_159.png,2013-09-09,1.0,3464,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-80,test,train,train,train,beskydy
6974,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/06974_lynx_159.png,2017-09-24,5.0,2087,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-185,test,train,train,train,beskydy
4250,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/04250_lynx_159.png,2015-10-22,3.0,2980,,dolny_kubin-3,10kmE499N295,49.32382,19.29785,beskydy-120,test,train,train,train,beskydy
7451,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/07451_lynx_159.png,2018-01-14,6.0,2025,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-189,test,train,test,train,beskydy
3937,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03937_lynx_159.png,2015-09-29,3.0,3443,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-85,test,train,train,train,beskydy
3932,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03932_lynx_159.png,2015-08-26,3.0,3442,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-85,test,train,train,train,beskydy
7825,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/07825_lynx_159.png,2017-08-12,5.0,2085,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-185,test,train,train,train,beskydy
3360,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03360_lynx_159.png,2015-03-23,3.0,2654,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-144,test,train,test,train,beskydy
7779,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/07779_lynx_159.png,2018-01-22,6.0,1581,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-235,test,train,train,train,beskydy
6266,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/06266_lynx_159.png,2017-04-15,5.0,2083,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-185,test,train,test,train,beskydy
4363,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/04363_lynx_159.png,2016-02-22,4.0,2528,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-149,test,train,train,train,beskydy
8440,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/08440_lynx_159.png,2018-01-14,6.0,2999,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-119,test,train,test,train,beskydy
102,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/00102_lynx_159.png,2012-11-25,0.0,2996,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-119,test,train,train,train,beskydy
6265,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/06265_lynx_159.png,2017-04-15,5.0,2083,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-185,test,train,test,train,beskydy
5054,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/05054_lynx_159.png,2016-04-11,4.0,2097,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-184,test,train,train,train,beskydy
3945,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03945_lynx_159.png,2015-09-29,3.0,3443,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-85,test,train,train,train,beskydy
7449,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/07449_lynx_159.png,2018-01-14,6.0,2025,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-189,test,train,test,train,beskydy
3375,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03375_lynx_159.png,2015-03-24,3.0,2386,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-154,test,train,train,train,beskydy
3341,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/03341_lynx_159.png,2015-05-15,3.0,2586,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-148,test,train,train,train,beskydy
7781,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/07781_lynx_159.png,2018-01-22,6.0,1580,,dolny_kubin-2,10kmE499N294,49.2347,19.28083,beskydy-235,test,train,train,train,beskydy
4362,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/04362_lynx_159.png,2016-02-22,4.0,2528,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-149,test,train,train,train,beskydy
4651,beskydy,lynx_159,CzechLynx/beskydy/lynx_159/04651_lynx_159.png,2016-02-22,4.0,2665,,oravska_lesna-1,10kmE498N295,49.33508,19.16119,beskydy-144,test,train,train,train,beskydy
